tokens,act_ind,act_inds,obj_inds,state_with_label
"['You', 'can', 'still', 'talk', 'to', 'them', 'across', 'the', 'room', 'or', 'from', 'several', 'steps', 'away', 'but', 'there', 'is', 'no', 'need', 'to', 'be', 'standing', 'next', 'to', 'the', 'heat', 'Keep', 'a', 'good', 'distance', 'from', 'any', 'fire', 'that', 'is', 'burning', 'and', 'never', 'place', 'objects', 'in', 'a', 'fire']",26,"[26, 38]","[[29, 32], []]","[[ 1.97000001e-02  8.20000023e-02 -2.88999993e-02 ... -3.70999984e-02
   2.60000000e+01  1.00000000e+00]
 [-1.20800003e-01  1.43999998e-02 -9.26999971e-02 ...  7.23000020e-02
   2.50000000e+01  1.00000000e+00]
 [ 3.31999995e-02 -2.12999992e-02 -1.08000003e-02 ... -2.71000005e-02
   2.40000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['You', 'can', 'still', 'talk', 'to', 'them', 'across', 'the', 'room', 'or', 'from', 'several', 'steps', 'away', 'but', 'there', 'is', 'no', 'need', 'to', 'be', 'standing', 'next', 'to', 'the', 'heat', 'Keep', 'a', 'good', 'distance', 'from', 'any', 'fire', 'that', 'is', 'burning', 'and', 'never', 'place', 'objects', 'in', 'a', 'fire']",38,"[26, 38]","[[39], []]","[[ 1.97000001e-02  8.20000023e-02 -2.88999993e-02 ... -3.70999984e-02
   3.80000000e+01  1.00000000e+00]
 [-1.20800003e-01  1.43999998e-02 -9.26999971e-02 ...  7.23000020e-02
   3.70000000e+01  1.00000000e+00]
 [ 3.31999995e-02 -2.12999992e-02 -1.08000003e-02 ... -2.71000005e-02
   3.60000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['They', 'are', 'for', 'creating', 'a', 'flame', 'to', 'light', 'a', 'fire', 'and', 'you', 'can', 'easily', 'hurt', 'yourself', 'Take', 'them', 'to', 'your', 'parents', 'if', 'you', 'find', 'them']",16,"[16, 23]","[[17], []]","[[ 8.72000009e-02  7.30000017e-03  4.98999991e-02 ... -8.20000004e-03
   1.60000000e+01  1.00000000e+00]
 [-7.00000022e-03  2.28000004e-02 -1.49900004e-01 ...  1.94000006e-02
   1.50000000e+01  1.00000000e+00]
 [-1.95000004e-02  3.90999988e-02 -5.73000014e-02 ... -1.83000006e-02
   1.40000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['They', 'are', 'for', 'creating', 'a', 'flame', 'to', 'light', 'a', 'fire', 'and', 'you', 'can', 'easily', 'hurt', 'yourself', 'Take', 'them', 'to', 'your', 'parents', 'if', 'you', 'find', 'them']",23,"[16, 23]","[[24], []]","[[ 8.72000009e-02  7.30000017e-03  4.98999991e-02 ... -8.20000004e-03
   2.30000000e+01  1.00000000e+00]
 [-7.00000022e-03  2.28000004e-02 -1.49900004e-01 ...  1.94000006e-02
   2.20000000e+01  1.00000000e+00]
 [-1.95000004e-02  3.90999988e-02 -5.73000014e-02 ... -1.83000006e-02
   2.10000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Take', 'them', 'to', 'your', 'parents', 'if', 'you', 'find', 'them', 'Keep', 'safe', 'in', 'the', 'kitchen']",9,[9],"[[10], []]","[[ 5.48000000e-02  3.59999985e-02  1.23800002e-01 ... -4.32999991e-02
   9.00000000e+00  1.00000000e+00]
 [-5.40000014e-02 -1.73000004e-02 -6.39999984e-03 ...  7.63999969e-02
   8.00000000e+00  1.00000000e+00]
 [ 4.94999997e-02  4.10999991e-02  4.10000002e-03 ... -2.84000002e-02
   7.00000000e+00  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['The', 'pot', 'may', 'be', 'filled', 'with', 'boiling', 'water', 'or', 'very', 'hot', 'food', 'and', 'if', 'it', 'falls', 'on', 'your', 'skin', 'or', 'face', 'you', 'can', 'be', 'very', 'badly', 'burnt', 'Always', 'ask', 'if', 'you', 'are', 'curious', 'and', 'want', 'to', 'look', 'inside', 'a', 'cooking', 'pot']",28,"[28, 36]","[[-1], []]","[[ 7.97000006e-02 -2.94000003e-02  3.29999998e-03 ... -8.39999970e-03
   2.80000000e+01  1.00000000e+00]
 [-1.13600001e-01  2.11999994e-02  2.43200004e-01 ...  4.27000001e-02
   2.70000000e+01  1.00000000e+00]
 [-8.00999999e-02  8.25000033e-02 -1.29500002e-01 ... -6.96000010e-02
   2.60000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['The', 'pot', 'may', 'be', 'filled', 'with', 'boiling', 'water', 'or', 'very', 'hot', 'food', 'and', 'if', 'it', 'falls', 'on', 'your', 'skin', 'or', 'face', 'you', 'can', 'be', 'very', 'badly', 'burnt', 'Always', 'ask', 'if', 'you', 'are', 'curious', 'and', 'want', 'to', 'look', 'inside', 'a', 'cooking', 'pot']",36,"[28, 36]","[[40], []]","[[ 7.97000006e-02 -2.94000003e-02  3.29999998e-03 ... -8.39999970e-03
   3.60000000e+01  1.00000000e+00]
 [-1.13600001e-01  2.11999994e-02  2.43200004e-01 ...  4.27000001e-02
   3.50000000e+01  1.00000000e+00]
 [-8.00999999e-02  8.25000033e-02 -1.29500002e-01 ... -6.96000010e-02
   3.40000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Always', 'ask', 'if', 'you', 'are', 'curious', 'and', 'want', 'to', 'look', 'inside', 'a', 'cooking', 'pot', 'Ask', 'your', 'parents', 'to', 'turn', 'the', 'handles', 'of', 'cooking', 'pots', 'towards', 'the', 'centre', 'of', 'the', 'stove']",14,"[14, 18]","[[16], []]","[[-2.50000004e-02  2.49999994e-03 -9.48000029e-02 ... -7.89999962e-03
   1.40000000e+01  1.00000000e+00]
 [-4.69000004e-02  7.60000013e-03 -1.27999997e-02 ...  5.33000007e-02
   1.30000000e+01  1.00000000e+00]
 [ 4.93000001e-02  1.99999996e-02 -1.19599998e-01 ...  1.08000003e-02
   1.20000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Always', 'ask', 'if', 'you', 'are', 'curious', 'and', 'want', 'to', 'look', 'inside', 'a', 'cooking', 'pot', 'Ask', 'your', 'parents', 'to', 'turn', 'the', 'handles', 'of', 'cooking', 'pots', 'towards', 'the', 'centre', 'of', 'the', 'stove']",18,"[14, 18]","[[20], []]","[[-2.50000004e-02  2.49999994e-03 -9.48000029e-02 ... -7.89999962e-03
   1.80000000e+01  1.00000000e+00]
 [-4.69000004e-02  7.60000013e-03 -1.27999997e-02 ...  5.33000007e-02
   1.70000000e+01  1.00000000e+00]
 [ 4.93000001e-02  1.99999996e-02 -1.19599998e-01 ...  1.08000003e-02
   1.60000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Ask', 'your', 'parents', 'to', 'turn', 'the', 'handles', 'of', 'cooking', 'pots', 'towards', 'the', 'centre', 'of', 'the', 'stove', 'Always', 'get', 'adult', 'help', 'to', 'cook', 'anything']",17,"[17, 21]","[[18], []]","[[-3.77000012e-02  9.52000022e-02  1.81000009e-02 ... -5.97999990e-02
   1.70000000e+01  1.00000000e+00]
 [-1.00100003e-01 -9.05999988e-02 -4.96000014e-02 ... -3.24000008e-02
   1.60000000e+01  1.00000000e+00]
 [ 1.49800003e-01 -1.44999996e-02 -3.37999985e-02 ... -1.13300003e-01
   1.50000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Ask', 'your', 'parents', 'to', 'turn', 'the', 'handles', 'of', 'cooking', 'pots', 'towards', 'the', 'centre', 'of', 'the', 'stove', 'Always', 'get', 'adult', 'help', 'to', 'cook', 'anything']",21,"[17, 21]","[[22], []]","[[-3.77000012e-02  9.52000022e-02  1.81000009e-02 ... -5.97999990e-02
   2.10000000e+01  1.00000000e+00]
 [-1.00100003e-01 -9.05999988e-02 -4.96000014e-02 ... -3.24000008e-02
   2.00000000e+01  1.00000000e+00]
 [ 1.49800003e-01 -1.44999996e-02 -3.37999985e-02 ... -1.13300003e-01
   1.90000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['The', 'coals', 'are', 'very', 'very', 'hot', 'and', 'the', 'flames', 'can', 'burn', 'you', 'If', 'something', 'falls', 'into', 'a', 'fire', 'ask', 'an', 'adult', 'for', 'help', 'straight', 'away']",18,[18],"[[20], []]","[[ 7.97000006e-02 -2.94000003e-02  3.29999998e-03 ... -8.39999970e-03
   1.80000000e+01  1.00000000e+00]
 [-3.05700004e-01  7.82999992e-02 -4.03999984e-02 ...  6.45999983e-02
   1.70000000e+01  1.00000000e+00]
 [-7.00000022e-03  2.28000004e-02 -1.49900004e-01 ...  1.94000006e-02
   1.60000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['If', 'something', 'falls', 'into', 'a', 'fire', 'ask', 'an', 'adult', 'for', 'help', 'straight', 'away', 'Look', 'out', 'for', 'your', 'little', 'brothers', 'and', 'sisters', 'and', 'any', 'other', 'young', 'children']",13,[13],"[[18, 20, 25], []]","[[-4.34000008e-02 -1.86999999e-02 -3.00999992e-02 ...  5.49999997e-03
   1.30000000e+01  1.00000000e+00]
 [-1.79999992e-02  1.37000000e-02  5.62999994e-02 ... -5.92000000e-02
   1.20000000e+01  1.00000000e+00]
 [-1.35499999e-01 -4.96000014e-02 -5.18999994e-02 ...  1.50999993e-01
   1.10000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Make', 'sure', 'that', 'they', ""don't"", 'go', 'near', 'the', 'stove', 'or', 'a', 'fire', 'source', 'Teach', 'them', 'about', 'how', 'fire', 'or', 'heat', 'can', 'hurt', 'them']",13,[13],"[[14], []]","[[-1.12199999e-01  8.47999975e-02  1.61300004e-01 ...  1.30000003e-02
   1.30000000e+01  1.00000000e+00]
 [-7.54999965e-02 -9.20000020e-03  4.69999984e-02 ... -1.02700002e-01
   1.20000000e+01  1.00000000e+00]
 [ 8.06000009e-02 -6.30000001e-03  8.74999985e-02 ... -6.08000010e-02
   1.10000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Teach', 'them', 'about', 'how', 'fire', 'or', 'heat', 'can', 'hurt', 'them', 'Ask', 'your', 'parents', 'to', 'buy', 'you', 'close-fitting', 'nightwear']",10,"[10, 14]","[[12], []]","[[-1.18900001e-01  7.45000020e-02  1.42000005e-01 ...  6.44000024e-02
   1.00000000e+01  1.00000000e+00]
 [-5.40000014e-02 -1.73000004e-02 -6.39999984e-03 ...  7.63999969e-02
   9.00000000e+00  1.00000000e+00]
 [ 1.68999992e-02  5.42000011e-02  3.10999993e-02 ... -1.24100000e-01
   8.00000000e+00  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Teach', 'them', 'about', 'how', 'fire', 'or', 'heat', 'can', 'hurt', 'them', 'Ask', 'your', 'parents', 'to', 'buy', 'you', 'close-fitting', 'nightwear']",14,"[10, 14]","[[17], []]","[[-1.18900001e-01  7.45000020e-02  1.42000005e-01 ...  6.44000024e-02
   1.40000000e+01  1.00000000e+00]
 [-5.40000014e-02 -1.73000004e-02 -6.39999984e-03 ...  7.63999969e-02
   1.30000000e+01  1.00000000e+00]
 [ 1.68999992e-02  5.42000011e-02  3.10999993e-02 ... -1.24100000e-01
   1.20000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['This', 'can', 'burn', 'you', 'very', 'badly', 'if', 'the', 'electricity', 'carries', 'out', 'to', 'your', 'body', 'Leave', 'electrical', 'cords', 'alone']",14,[14],"[[15, 16], []]","[[ 0.13169999 -0.0264      0.0823     ...  0.0397     14.
   1.        ]
 [-0.1208      0.0144     -0.0927     ...  0.0723     13.
   1.        ]
 [ 0.0366     -0.235       0.0773     ...  0.1726     12.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['They', 'can', 'be', 'a', 'cause', 'of', 'fire', 'Practice', 'a', 'safety', 'drill']",7,[7],"[[9, 10], []]","[[ 0.0872      0.0073      0.0499     ... -0.0082      7.
   1.        ]
 [-0.1208      0.0144     -0.0927     ...  0.0723      6.
   1.        ]
 [ 0.046       0.0312     -0.16429999 ... -0.0882      5.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Practice', 'a', 'safety', 'drill', 'If', 'it', 'ever', 'happened', 'that', 'your', 'clothes', 'caught', 'on', 'fire', 'it', 'is', 'important', 'to', 'practice', 'this', 'so', 'that', 'you', 'will', 'do', 'it', 'automatically', 'Stop', '-', 'stop', 'screaming', 'crying', 'and', 'panicking', 'Drop', '-', 'drop', 'to', 'the', 'floor', 'straight', 'away', 'Roll', '-', 'roll', 'over', 'and', 'over', 'to', 'try', 'to', 'put', 'out', 'the', 'flames']",29,"[29, 36, 44, 51]","[[30, 31, 33], []]","[[-1.41599998e-01  1.09099999e-01 -1.09899998e-01 ... -1.07600003e-01
   2.90000000e+01  1.00000000e+00]
 [ 4.69999993e-03  2.22999994e-02 -8.70000012e-03 ... -3.18000019e-02
   2.80000000e+01  1.00000000e+00]
 [ 9.36999992e-02  3.17000002e-02  7.28000030e-02 ...  1.32300004e-01
   2.70000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Practice', 'a', 'safety', 'drill', 'If', 'it', 'ever', 'happened', 'that', 'your', 'clothes', 'caught', 'on', 'fire', 'it', 'is', 'important', 'to', 'practice', 'this', 'so', 'that', 'you', 'will', 'do', 'it', 'automatically', 'Stop', '-', 'stop', 'screaming', 'crying', 'and', 'panicking', 'Drop', '-', 'drop', 'to', 'the', 'floor', 'straight', 'away', 'Roll', '-', 'roll', 'over', 'and', 'over', 'to', 'try', 'to', 'put', 'out', 'the', 'flames']",36,"[29, 36, 44, 51]","[[39], []]","[[-1.41599998e-01  1.09099999e-01 -1.09899998e-01 ... -1.07600003e-01
   3.60000000e+01  1.00000000e+00]
 [ 4.69999993e-03  2.22999994e-02 -8.70000012e-03 ... -3.18000019e-02
   3.50000000e+01  1.00000000e+00]
 [ 9.36999992e-02  3.17000002e-02  7.28000030e-02 ...  1.32300004e-01
   3.40000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Practice', 'a', 'safety', 'drill', 'If', 'it', 'ever', 'happened', 'that', 'your', 'clothes', 'caught', 'on', 'fire', 'it', 'is', 'important', 'to', 'practice', 'this', 'so', 'that', 'you', 'will', 'do', 'it', 'automatically', 'Stop', '-', 'stop', 'screaming', 'crying', 'and', 'panicking', 'Drop', '-', 'drop', 'to', 'the', 'floor', 'straight', 'away', 'Roll', '-', 'roll', 'over', 'and', 'over', 'to', 'try', 'to', 'put', 'out', 'the', 'flames']",44,"[29, 36, 44, 51]","[[-1], []]","[[-1.41599998e-01  1.09099999e-01 -1.09899998e-01 ... -1.07600003e-01
   4.40000000e+01  1.00000000e+00]
 [ 4.69999993e-03  2.22999994e-02 -8.70000012e-03 ... -3.18000019e-02
   4.30000000e+01  1.00000000e+00]
 [ 9.36999992e-02  3.17000002e-02  7.28000030e-02 ...  1.32300004e-01
   4.20000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Practice', 'a', 'safety', 'drill', 'If', 'it', 'ever', 'happened', 'that', 'your', 'clothes', 'caught', 'on', 'fire', 'it', 'is', 'important', 'to', 'practice', 'this', 'so', 'that', 'you', 'will', 'do', 'it', 'automatically', 'Stop', '-', 'stop', 'screaming', 'crying', 'and', 'panicking', 'Drop', '-', 'drop', 'to', 'the', 'floor', 'straight', 'away', 'Roll', '-', 'roll', 'over', 'and', 'over', 'to', 'try', 'to', 'put', 'out', 'the', 'flames']",51,"[29, 36, 44, 51]","[[54], []]","[[-1.41599998e-01  1.09099999e-01 -1.09899998e-01 ... -1.07600003e-01
   5.10000000e+01  1.00000000e+00]
 [ 4.69999993e-03  2.22999994e-02 -8.70000012e-03 ... -3.18000019e-02
   5.00000000e+01  1.00000000e+00]
 [ 9.36999992e-02  3.17000002e-02  7.28000030e-02 ...  1.32300004e-01
   4.90000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['If', 'it', 'ever', 'happened', 'that', 'your', 'clothes', 'caught', 'on', 'fire', 'it', 'is', 'important', 'to', 'practice', 'this', 'so', 'that', 'you', 'will', 'do', 'it', 'automatically', 'Stop', '-', 'stop', 'screaming', 'crying', 'and', 'panicking', 'Drop', '-', 'drop', 'to', 'the', 'floor', 'straight', 'away', 'Roll', '-', 'roll', 'over', 'and', 'over', 'to', 'try', 'to', 'put', 'out', 'the', 'flames', 'Know', 'what', 'to', 'do', 'if', 'you', 'are', 'caught', 'in', 'a', 'fire']",51,[51],"[[52], []]","[[-4.34000008e-02 -1.86999999e-02 -3.00999992e-02 ...  5.49999997e-03
   5.10000000e+01  1.00000000e+00]
 [ 2.60000001e-03  8.60000029e-03  6.69999979e-03 ... -5.13999984e-02
   5.00000000e+01  1.00000000e+00]
 [-1.89999994e-02 -9.30999964e-02 -5.68999983e-02 ...  7.36000016e-02
   4.90000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['If', 'you', 'are', 'asleep', 'or', 'inside', 'your', 'house', 'when', 'a', 'fire', 'starts', 'there', 'may', 'already', 'be', 'thick', 'dark', 'smoke', 'when', 'you', 'try', 'to', 'get', 'out', 'Get', 'down', 'low', 'and', 'crawl', 'to', 'get', 'out']",25,"[25, 29, 31]","[[26, 27], []]","[[-4.34000008e-02 -1.86999999e-02 -3.00999992e-02 ...  5.49999997e-03
   2.50000000e+01  1.00000000e+00]
 [-1.20200001e-01  7.00000003e-02  1.03000000e-01 ...  2.49999994e-03
   2.40000000e+01  1.00000000e+00]
 [-7.00000022e-03  2.28000004e-02 -1.49900004e-01 ...  1.94000006e-02
   2.30000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['If', 'you', 'are', 'asleep', 'or', 'inside', 'your', 'house', 'when', 'a', 'fire', 'starts', 'there', 'may', 'already', 'be', 'thick', 'dark', 'smoke', 'when', 'you', 'try', 'to', 'get', 'out', 'Get', 'down', 'low', 'and', 'crawl', 'to', 'get', 'out']",29,"[25, 29, 31]","[[-1], []]","[[-4.34000008e-02 -1.86999999e-02 -3.00999992e-02 ...  5.49999997e-03
   2.90000000e+01  1.00000000e+00]
 [-1.20200001e-01  7.00000003e-02  1.03000000e-01 ...  2.49999994e-03
   2.80000000e+01  1.00000000e+00]
 [-7.00000022e-03  2.28000004e-02 -1.49900004e-01 ...  1.94000006e-02
   2.70000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
