tokens,act_ind,act_inds,obj_inds,state_with_label
"['Use', 'a', 'clean', 'trowel', 'or', 'garden', 'knife', 'to', 'divide', 'the', 'root', 'cluster', 'in', 'half', 'then', 'replant', 'each', 'new', 'plant', 'Continue', 'to', 'water', 'frequently', 'after', 'you’ve', 'divided', 'the', 'plants']",21,[21],"[[27], []]","[[-3.65310013e-01  3.17849994e-01 -3.20470005e-01 ...  1.63903743e-01
   2.10000000e+01  1.00000000e+00]
 [-2.70859987e-01  4.40060012e-02 -2.02600006e-02 ...  1.18512726e+00
   2.00000000e+01  1.00000000e+00]
 [-5.39009988e-01  5.71950018e-01  3.00119996e-01 ...  3.72799665e-01
   1.90000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Dividing', 'plants', 'can', 'help', 'control', 'overgrowth', 'renew', 'fading', 'plants', 'or', 'simply', 'allow', 'you', 'to', 'share', 'a', 'plant', 'with', 'a', 'friend', 'Keep', 'your', 'kitty', 'from', 'damaging', 'it', 'or', 'nearby', 'plants']",20,[20],"[[22], []]","[[-0.58613998 -0.086027    0.62672001 ... -0.09987944 20.
   1.        ]
 [-0.53595001  1.00109994  0.32341999 ...  0.37658799 19.
   1.        ]
 [-0.71766001  0.80870998  0.31867999 ...  0.37759519 18.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['If', 'using', 'containers', 'avoid', 'positioning', 'pots', 'in', 'places', 'where', 'they', 'might', 'easily', 'be', 'knocked', 'over', 'or', 'broken', 'Consider', 'using', 'garden', 'fencing', 'bracing', 'or', 'bamboo', 'sticks', 'to', 'support', 'the', 'plants', 'and', 'prevent', 'your', 'cat', 'from', 'laying', 'on', 'them']",18,"[18, 26, 30]","[[19, 20, 21], [23, 24]]","[[-0.26269001  0.64240003  0.84802997 ... -0.16732416 18.
   1.        ]
 [-0.46851     0.2615     -0.32521001 ... -0.10345344 17.
   1.        ]
 [-0.46413001  0.68949997  0.022973   ...  0.88453424 16.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['If', 'using', 'containers', 'avoid', 'positioning', 'pots', 'in', 'places', 'where', 'they', 'might', 'easily', 'be', 'knocked', 'over', 'or', 'broken', 'Consider', 'using', 'garden', 'fencing', 'bracing', 'or', 'bamboo', 'sticks', 'to', 'support', 'the', 'plants', 'and', 'prevent', 'your', 'cat', 'from', 'laying', 'on', 'them']",26,"[18, 26, 30]","[[28], []]","[[-2.62690008e-01  6.42400026e-01  8.48029971e-01 ... -1.67324156e-01
   2.60000000e+01  1.00000000e+00]
 [-4.68510002e-01  2.61500001e-01 -3.25210005e-01 ... -1.03453435e-01
   2.50000000e+01  1.00000000e+00]
 [-4.64130014e-01  6.89499974e-01  2.29729991e-02 ...  8.84534240e-01
   2.40000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['If', 'using', 'containers', 'avoid', 'positioning', 'pots', 'in', 'places', 'where', 'they', 'might', 'easily', 'be', 'knocked', 'over', 'or', 'broken', 'Consider', 'using', 'garden', 'fencing', 'bracing', 'or', 'bamboo', 'sticks', 'to', 'support', 'the', 'plants', 'and', 'prevent', 'your', 'cat', 'from', 'laying', 'on', 'them']",30,"[18, 26, 30]","[[32], []]","[[-2.62690008e-01  6.42400026e-01  8.48029971e-01 ... -1.67324156e-01
   3.00000000e+01  1.00000000e+00]
 [-4.68510002e-01  2.61500001e-01 -3.25210005e-01 ... -1.03453435e-01
   2.90000000e+01  1.00000000e+00]
 [-4.64130014e-01  6.89499974e-01  2.29729991e-02 ...  8.84534240e-01
   2.80000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Consider', 'using', 'garden', 'fencing', 'bracing', 'or', 'bamboo', 'sticks', 'to', 'support', 'the', 'plants', 'and', 'prevent', 'your', 'cat', 'from', 'laying', 'on', 'them', 'Harvest', 'and', 'air', 'dry', 'leaves']",20,"[20, 22]","[[23, 24], []]","[[-0.1274      0.13500001  0.30868    ...  0.40866679 20.
   1.        ]
 [-0.46851     0.2615     -0.32521001 ... -0.04551512 19.
   1.        ]
 [-0.22322001  0.48701999  0.0331     ...  0.698304   18.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Consider', 'using', 'garden', 'fencing', 'bracing', 'or', 'bamboo', 'sticks', 'to', 'support', 'the', 'plants', 'and', 'prevent', 'your', 'cat', 'from', 'laying', 'on', 'them', 'Harvest', 'and', 'air', 'dry', 'leaves']",22,"[20, 22]","[[23, 24], []]","[[-0.1274      0.13500001  0.30868    ...  0.40866679 22.
   1.        ]
 [-0.46851     0.2615     -0.32521001 ... -0.04551512 21.
   1.        ]
 [-0.22322001  0.48701999  0.0331     ...  0.698304   20.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Harvest', 'and', 'air', 'dry', 'leaves', 'To', 'harvest', 'trim', 'down', 'a', 'stalk', 'to', 'its', 'base', 'or', 'just', 'above', 'a', 'leaf', 'joint', 'or', 'cut', 'off', 'the', 'whole', 'plant', 'at', 'the', 'base']",7,"[7, 21]","[[10], []]","[[-0.15002     0.69602001 -0.040057   ... -0.50527906  7.
   1.        ]
 [-0.071953    0.23127     0.023731   ...  0.41452751  6.
   1.        ]
 [-1.02090001 -0.22182     0.45350999 ...  0.18617895  5.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Harvest', 'and', 'air', 'dry', 'leaves', 'To', 'harvest', 'trim', 'down', 'a', 'stalk', 'to', 'its', 'base', 'or', 'just', 'above', 'a', 'leaf', 'joint', 'or', 'cut', 'off', 'the', 'whole', 'plant', 'at', 'the', 'base']",21,"[7, 21]","[[24, 25], []]","[[-0.15002     0.69602001 -0.040057   ... -0.50527906 21.
   1.        ]
 [-0.071953    0.23127     0.023731   ...  0.41452751 20.
   1.        ]
 [-1.02090001 -0.22182     0.45350999 ...  0.18617895 19.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Air', 'drying', 'is', 'the', 'best', 'drying', 'method', 'for', 'preserving', 'catnip', 'leaves', 'Let', 'your', 'leaves', 'sit', 'out', 'on', 'a', 'paper', 'towel', 'beneath', 'a', 'sunlit', 'windowsill', 'for', 'two', 'or', 'three', 'days']",14,[14],"[[13], []]","[[-1.02090001 -0.22182     0.45350999 ...  0.38495004 14.
   1.        ]
 [-0.56645    -0.094648   -0.39726999 ...  0.27340943 13.
   1.        ]
 [-0.54263997  0.41475999  1.03219998 ...  0.21901017 12.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Let', 'your', 'leaves', 'sit', 'out', 'on', 'a', 'paper', 'towel', 'beneath', 'a', 'sunlit', 'windowsill', 'for', 'two', 'or', 'three', 'days', 'For', 'whole', 'plants', 'hang', 'them', 'upside', 'down', 'in', 'a', 'cool', 'location', 'for', 'a', 'few', 'weeks']",21,[21],"[[19, 20], []]","[[-0.20362     0.18005     0.38497001 ...  0.02401671 21.
   1.        ]
 [-0.57183999  0.046348    0.86732    ...  0.64368474 20.
   1.        ]
 [-1.15929997  0.93957001  0.52244997 ... -0.27780533 19.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['For', 'whole', 'plants', 'hang', 'them', 'upside', 'down', 'in', 'a', 'cool', 'location', 'for', 'a', 'few', 'weeks', 'Do', 'your', 'best', 'to', 'keep', 'your', 'cat', 'away', 'from', 'your', 'drying', 'leaves']",19,[19],"[[21], []]","[[-0.14401001  0.32554001  0.14257    ...  0.02220012 19.
   1.        ]
 [-0.17652     0.83794999  0.39160001 ...  0.51924431 18.
   1.        ]
 [-0.53595001  1.00109994  0.32341999 ...  0.25571245 17.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Consider', 'a', 'room', 'with', 'a', 'closed', 'door', 'to', 'keep', 'the', 'cat', 'from', 'jumping', 'up', 'and', 'getting', 'into', 'the', 'leaves', 'Once', 'they’ve', 'dried', 'place', 'them', 'in', 'an', 'airtight', 'container', 'for', 'storage']",22,[22],"[[18], []]","[[-1.27399996e-01  1.35000005e-01  3.08679998e-01 ...  2.29497582e-01
   2.20000000e+01  1.00000000e+00]
 [-2.70859987e-01  4.40060012e-02 -2.02600006e-02 ...  9.53843236e-01
   2.10000000e+01  1.00000000e+00]
 [-2.48429999e-02  4.77660000e-01  3.24369997e-01 ...  3.00720602e-01
   2.00000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Create', 'a', 'focal', 'point', 'on', 'the', 'long', 'wall']",0,[0],"[[2, 3], []]","[[-0.26383001  0.26372999 -0.34955001 ...  0.21749663  0.
   1.        ]
 [-0.27085999  0.044006   -0.02026    ...  0.93888867  1.
   1.        ]
 [-0.53701001  0.097851   -0.79886001 ...  0.68549836  2.
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Create', 'a', 'focal', 'point', 'on', 'the', 'long', 'wall', 'If', 'you', 'have', 'a', 'room', 'that', 'has', 'long', 'walls', 'paired', 'with', 'shorter', 'walls', 'creating', 'a', 'narrow', 'space', ""it's"", 'best', 'to', 'create', 'your', 'focal', 'point', 'for', 'the', 'room', 'on', 'the', 'long', 'wall']",28,[28],"[[30, 31], []]","[[-2.63830006e-01  2.63729990e-01 -3.49550009e-01 ...  7.19968975e-02
   2.80000000e+01  1.00000000e+00]
 [-2.70859987e-01  4.40060012e-02 -2.02600006e-02 ...  9.48750973e-01
   2.70000000e+01  1.00000000e+00]
 [-5.37010014e-01  9.78510007e-02 -7.98860013e-01 ...  7.61732042e-01
   2.60000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Basically', ""it's"", 'what', 'the', 'attention', 'is', 'focused', 'on', 'in', 'your', 'space', 'Break', 'up', 'the', 'wall', 'into', 'several', 'areas']",11,[11],"[[14], []]","[[-0.089409    0.18174     0.59192002 ...  0.65579408 11.
   1.        ]
 [ 0.          0.          0.         ...  0.40354502 10.
   1.        ]
 [-0.15180001  0.38409001  0.89340001 ...  0.18256038  9.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['This', 'tactic', 'works', 'particularly', 'well', 'if', 'the', 'wall', 'is', 'oddly', 'shaped', 'or', 'if', 'it', 'has', 'objects', 'dividing', 'it', 'Designate', '2', 'or', '3', '""areas""', 'on', 'the', 'wall', 'and', 'treat', 'each', 'one', 'like', 'its', 'own', 'wall']",18,"[18, 27]","[[22], []]","[[-0.57058001  0.44183001  0.70102    ...  0.43462962 18.
   1.        ]
 [-0.53241998 -0.3263     -0.25358999 ... -0.07876237 17.
   1.        ]
 [-0.079342    0.88868999 -0.71956003 ...  0.44518864 16.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['This', 'tactic', 'works', 'particularly', 'well', 'if', 'the', 'wall', 'is', 'oddly', 'shaped', 'or', 'if', 'it', 'has', 'objects', 'dividing', 'it', 'Designate', '2', 'or', '3', '""areas""', 'on', 'the', 'wall', 'and', 'treat', 'each', 'one', 'like', 'its', 'own', 'wall']",27,"[18, 27]","[[22], []]","[[-0.57058001  0.44183001  0.70102    ...  0.43462962 27.
   1.        ]
 [-0.53241998 -0.3263     -0.25358999 ... -0.07876237 26.
   1.        ]
 [-0.079342    0.88868999 -0.71956003 ...  0.44518864 25.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Designate', '2', 'or', '3', '""areas""', 'on', 'the', 'wall', 'and', 'treat', 'each', 'one', 'like', 'its', 'own', 'wall', 'You', 'can', 'use', 'groupings', 'of', 'pictures', 'or', 'different', 'textiles', 'to', 'create', 'different', 'sections']",18,"[18, 26]","[[19, 21], [24]]","[[-1.04890001  0.27307001  0.21969999 ...  0.15725794 18.
   1.        ]
 [-0.38679001  0.61233002  0.14796001 ...  0.66792762 17.
   1.        ]
 [ 0.31039     0.64859003  0.28481001 ...  0.39029014 16.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Designate', '2', 'or', '3', '""areas""', 'on', 'the', 'wall', 'and', 'treat', 'each', 'one', 'like', 'its', 'own', 'wall', 'You', 'can', 'use', 'groupings', 'of', 'pictures', 'or', 'different', 'textiles', 'to', 'create', 'different', 'sections']",26,"[18, 26]","[[28], []]","[[-1.04890001  0.27307001  0.21969999 ...  0.15725794 26.
   1.        ]
 [-0.38679001  0.61233002  0.14796001 ...  0.66792762 25.
   1.        ]
 [ 0.31039     0.64859003  0.28481001 ...  0.39029014 24.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['It', 'helps', 'if', 'the', 'areas', 'you', 'create', 'coordinate', 'with', 'other', 'things', 'in', 'the', 'room', 'or', 'hallway', 'such', 'as', 'creating', 'one', 'area', 'for', 'the', 'dining', 'room', 'and', 'one', 'for', 'the', 'living', 'room', 'on', 'a', 'common', 'wall', 'Add', 'horizontal', 'lines']",35,[35],"[[36, 37], []]","[[-0.30664     0.16821     0.98510998 ...  0.37284225 35.
   1.        ]
 [-0.33291     0.52947998  0.10897    ...  0.49956158 34.
   1.        ]
 [-0.26269001  0.64240003  0.84802997 ... -0.21608315 33.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Add', 'horizontal', 'lines', 'A', 'long', 'hallway', 'or', 'room', ""that's"", 'also', 'narrow', ""doesn't"", 'leave', 'much', 'room', 'for', 'decoration', 'so', 'sometimes', 'your', 'best', 'bet', 'is', 'to', 'add', 'some', 'paint']",24,[24],"[[26], []]","[[-1.23930001e+00  8.33689988e-01  8.35309997e-02 ...  4.78078008e-01
   2.40000000e+01  1.00000000e+00]
 [-7.98849985e-02  7.61399984e-01 -9.17620003e-01 ...  8.61918449e-01
   2.30000000e+01  1.00000000e+00]
 [ 8.30180012e-03  5.61619997e-01 -4.55739982e-02 ...  6.26181304e-01
   2.20000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['A', 'long', 'hallway', 'or', 'room', ""that's"", 'also', 'narrow', ""doesn't"", 'leave', 'much', 'room', 'for', 'decoration', 'so', 'sometimes', 'your', 'best', 'bet', 'is', 'to', 'add', 'some', 'paint', 'One', 'tactic', 'is', 'to', 'create', 'horizontal', 'lines', 'along', 'the', 'walls', 'either', 'with', 'well-divided', 'stripes', 'or', 'something', 'more', 'free-form', 'such', 'as', 'organic', 'wave-like', 'lines']",28,[28],"[[29, 30], []]","[[-2.70859987e-01  4.40060012e-02 -2.02600006e-02 ...  5.97041845e-01
   2.80000000e+01  1.00000000e+00]
 [-2.41490006e-01  4.37330008e-01 -3.26229990e-01 ...  4.36787486e-01
   2.70000000e+01  1.00000000e+00]
 [ 6.10800028e-01  7.19650015e-02 -7.71090016e-02 ...  5.13947785e-01
   2.60000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['These', 'stripes', 'go', 'along', 'the', 'whole', 'length', 'of', 'the', 'wall', 'and', 'this', 'method', 'can', 'create', 'the', 'illusion', 'of', 'more', 'space', 'Paint', 'your', 'own', 'design', 'as', 'a', 'focal', 'point']",20,[20],"[[23], []]","[[-0.60456997  0.50749999 -0.18923    ...  0.44533238 20.
   1.        ]
 [-0.30715001  0.35411    -0.68203002 ... -0.10832293 19.
   1.        ]
 [-0.078894    0.46160001  0.57779002 ...  0.18738465 18.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Paint', 'your', 'own', 'design', 'as', 'a', 'focal', 'point', 'If', 'you', ""don't"", 'want', 'to', 'hang', 'anything', 'on', 'your', 'walls', 'paint', 'something', 'instead']",18,[18],"[[19], []]","[[-0.42341     0.68835998 -0.72233999 ...  0.17810801 18.
   1.        ]
 [-0.57183999  0.046348    0.86732    ...  0.61431956 17.
   1.        ]
 [ 0.16614    -0.17218     0.067721   ... -0.39674723 16.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['If', 'you', ""don't"", 'want', 'to', 'hang', 'anything', 'on', 'your', 'walls', 'paint', 'something', 'instead', 'For', 'instance', 'you', 'could', 'paint', 'a', 'mural', 'or', 'even', 'create', 'a', 'funky', 'cross-stitch', 'pattern', 'on', 'your', 'wall', 'based', 'on', 'a', 'pattern', 'you', 'buy', 'at', 'a', 'sewing', 'store']",17,"[17, 22]","[[19], []]","[[-0.26269001  0.64240003  0.84802997 ...  0.04179012 17.
   1.        ]
 [-0.49886     0.76602     0.89750999 ...  0.71352148 16.
   1.        ]
 [ 0.          0.          0.         ...  1.12810278 15.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['If', 'you', ""don't"", 'want', 'to', 'hang', 'anything', 'on', 'your', 'walls', 'paint', 'something', 'instead', 'For', 'instance', 'you', 'could', 'paint', 'a', 'mural', 'or', 'even', 'create', 'a', 'funky', 'cross-stitch', 'pattern', 'on', 'your', 'wall', 'based', 'on', 'a', 'pattern', 'you', 'buy', 'at', 'a', 'sewing', 'store']",22,"[17, 22]","[[26], []]","[[-0.26269001  0.64240003  0.84802997 ...  0.04179012 22.
   1.        ]
 [-0.49886     0.76602     0.89750999 ...  0.71352148 21.
   1.        ]
 [ 0.          0.          0.         ...  1.12810278 20.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['For', 'instance', 'you', 'could', 'paint', 'a', 'mural', 'or', 'even', 'create', 'a', 'funky', 'cross-stitch', 'pattern', 'on', 'your', 'wall', 'based', 'on', 'a', 'pattern', 'you', 'buy', 'at', 'a', 'sewing', 'store', 'You', 'could', 'also', 'create', 'a', 'fun', 'color-blocking', 'pattern', 'that', ""you've"", 'marked', 'off', 'in', 'a', 'square', 'or', 'rectangle']",30,[30],"[[33, 34], []]","[[-1.44010007e-01  3.25540006e-01  1.42570004e-01 ...  3.73053461e-01
   3.00000000e+01  1.00000000e+00]
 [ 1.08989999e-02  3.94059986e-01  2.96339989e-01 ...  7.05111504e-01
   2.90000000e+01  1.00000000e+00]
 [-4.98860002e-01  7.66020000e-01  8.97509992e-01 ...  5.26815176e-01
   2.80000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['You', 'could', 'also', 'create', 'a', 'fun', 'color-blocking', 'pattern', 'that', ""you've"", 'marked', 'off', 'in', 'a', 'square', 'or', 'rectangle', 'For', 'instance', 'try', 'a', 'starburst', 'in', 'varying', 'colors', 'and', 'then', 'outline', 'the', 'whole', 'thing', 'in', 'a', 'white', 'or', 'black', 'rectangle']",19,"[19, 27]","[[21], []]","[[-0.49886     0.76602     0.89750999 ...  0.38335189 19.
   1.        ]
 [ 0.05869     0.40272999  0.38633999 ...  0.53692877 18.
   1.        ]
 [-0.33818999  0.064568   -0.032558   ...  0.27388656 17.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['You', 'could', 'also', 'create', 'a', 'fun', 'color-blocking', 'pattern', 'that', ""you've"", 'marked', 'off', 'in', 'a', 'square', 'or', 'rectangle', 'For', 'instance', 'try', 'a', 'starburst', 'in', 'varying', 'colors', 'and', 'then', 'outline', 'the', 'whole', 'thing', 'in', 'a', 'white', 'or', 'black', 'rectangle']",27,"[19, 27]","[[29, 30], []]","[[-0.49886     0.76602     0.89750999 ...  0.38335189 27.
   1.        ]
 [ 0.05869     0.40272999  0.38633999 ...  0.53692877 26.
   1.        ]
 [-0.33818999  0.064568   -0.032558   ...  0.27388656 25.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['For', 'instance', 'try', 'a', 'starburst', 'in', 'varying', 'colors', 'and', 'then', 'outline', 'the', 'whole', 'thing', 'in', 'a', 'white', 'or', 'black', 'rectangle', 'Paint', 'the', 'hallway', 'with', 'chalkboard', 'paint']",20,[20],"[[22], []]","[[-1.44010007e-01  3.25540006e-01  1.42570004e-01 ...  3.85685533e-01
   2.00000000e+01  1.00000000e+00]
 [ 1.08989999e-02  3.94059986e-01  2.96339989e-01 ...  6.65291369e-01
   1.90000000e+01  1.00000000e+00]
 [-3.33299994e-01 -1.48139998e-01 -2.79239994e-02 ... -3.61277521e-01
   1.80000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Chalkboard', 'paint', 'comes', 'in', 'a', 'variety', 'of', 'colors', 'at', 'most', 'home', 'improvement', 'stores', 'Once', 'you', 'paint', 'the', 'wall', 'you', 'can', 'draw', 'on', 'it', 'with', 'chalk', 'or', 'chalk', 'pens']",15,"[15, 20]","[[17], []]","[[ 2.26239994e-01  2.82689989e-01 -1.85500004e-03 ...  3.95166576e-01
   1.50000000e+01  1.00000000e+00]
 [-4.23409998e-01  6.88359976e-01 -7.22339988e-01 ...  6.79909959e-02
   1.40000000e+01  1.00000000e+00]
 [-3.09639990e-01  6.89999998e-01  1.26329994e+00 ...  6.56326950e-01
   1.30000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
